_id,birthday_from_fb,gender_from_fb,age,gender,compress_age
100005662145381,1998,female,20,0,2
100007532538386,1999,male,19,1,2
100009672257183,1995,male,23,1,2
100015977080165,1985,female,33,0,4
100006355788514,1995,male,23,1,2
747119555,1983,male,35,1,4
100011826163702,2000,female,18,0,1
100008362662337,1989,male,29,1,3
100010985293258,1980,male,38,1,4
100002604784125,1988,female,30,0,3
100009520847066,1999,male,19,1,2
100007136134250,2000,female,18,0,1
100002732015615,1992,female,26,0,3
100003745993148,1982,male,36,1,4
100013728370080,1987,female,31,0,3
100020887202121,1997,female,21,0,2
100008260426788,2000,male,18,1,1
100005041277108,2000,male,18,1,1
100006087665725,2001,male,17,1,1
100003800826632,1995,female,23,0,2
100006488791136,1999,female,19,0,2
100004276427388,2002,female,16,0,1
100014455069048,1981,male,37,1,4
100004785969039,1984,female,34,0,4
100004074950787,1998,female,20,0,2
100001682332494,2000,male,18,1,1
100002127000131,1995,female,23,0,2
100005444558658,2003,female,15,0,1
100028911789252,2000,male,18,1,1
100006784656763,1990,male,28,1,3
1831058742,1990,female,28,0,3
1189094869,1984,male,34,1,4
100005142937375,1987,female,31,0,3
100008683980932,2002,male,16,1,1
100005756501653,1988,female,30,0,3
100005451346250,1994,male,24,1,2
100008611753533,2004,female,14,0,1
100005514046005,1996,female,22,0,2
100007239400611,1997,female,21,0,2
100003257968707,1992,male,26,1,3
1433606108,1980,female,38,0,4
100010765113362,2002,female,16,0,1
100001671025412,1989,male,29,1,3
100004119941219,1986,female,32,0,3
100013520377860,2001,male,17,1,1
100025664899491,1998,female,20,0,2
100022823144676,2002,female,16,0,1
100003770791017,1985,female,33,0,4
100024860752334,1991,male,27,1,3
100003000823974,1985,male,33,1,4
100010647366654,1997,male,21,1,2
100001134875220,1979,female,39,0,4
100005706648753,2002,male,16,1,1
100001002277428,1989,male,29,1,3
100005930373253,2000,male,18,1,1
100003515379569,1990,male,28,1,3
100004439988687,1990,female,28,0,3
100022887850001,2000,female,18,0,1
100004741236967,1994,male,24,1,2
100005820127926,1994,male,24,1,2
100006035560127,1992,male,26,1,3
100004042584846,1994,male,24,1,2
100023969568027,1998,male,20,1,2
100011863811597,1997,male,21,1,2
100001102073781,1996,male,22,1,2
100028516043663,2002,male,16,1,1
100004583854399,1987,female,31,0,3
100014813496524,2000,male,18,1,1
100002644236275,1997,female,21,0,2
100027819432952,2003,male,15,1,1
100001613814295,2000,male,18,1,1
100001564934697,1991,female,27,0,3
100012930911035,2003,male,15,1,1
100025392000174,2001,male,17,1,1
100006827166474,1987,female,31,0,3
100003727441676,2000,male,18,1,1
100004067932404,2000,male,18,1,1
100001194818943,1991,male,27,1,3
100000307057176,1991,male,27,1,3
100001446860286,2000,female,18,0,1
100015972046470,1999,female,19,0,2
100002560845097,1995,male,23,1,2
100001081335916,1982,male,36,1,4
100010034534547,1988,male,30,1,3
100000069801363,1995,female,23,0,2
100004939062976,1985,male,33,1,4
100002526948899,1991,female,27,0,3
100005526484820,1981,male,37,1,4
100004684865617,1982,female,36,0,4
100011508583819,1985,male,33,1,4
100004554666754,1990,male,28,1,3
100022305217117,1991,female,27,0,3
100006908820244,1982,female,36,0,4
100004687295446,1992,male,26,1,3
100002854759631,1991,female,27,0,3
100004059554338,1981,male,37,1,4
100011384281470,2000,female,18,0,1
100003780009901,2000,female,18,0,1
100012872883301,1983,male,35,1,4
100011063173077,1988,male,30,1,3
100001674794433,1988,male,30,1,3
100006703891210,2003,female,15,0,1
100008805723276,2000,male,18,1,1
100022820492712,2000,male,18,1,1
100012210068540,1998,female,20,0,2
100004724253481,1993,male,25,1,2
100010673942751,1998,male,20,1,2
100003817678841,1981,male,37,1,4
100004574373405,1986,male,32,1,3
100009329945579,1988,male,30,1,3
100003317945973,1996,male,22,1,2
1571050591,1981,female,37,0,4
100011605097824,2001,male,17,1,1
100006437761821,2003,female,15,0,1
100001552223125,1992,female,26,0,3
100001176109548,2000,male,18,1,1
100011083895858,2002,female,16,0,1
100011298314775,1992,male,26,1,3
100013486984212,2000,male,18,1,1
1266093466,1997,female,21,0,2
100004385411192,1998,female,20,0,2
100004539522770,1987,male,31,1,3
100012288304622,1979,male,39,1,4
100009137214313,1985,male,33,1,4
100006065132948,1986,female,32,0,3
100003760322600,1983,female,35,0,4
100003176487293,1996,female,22,0,2
100012137826413,1998,female,20,0,2
100007713826349,1997,female,21,0,2
100014696532114,1991,female,27,0,3
100002298382889,1984,male,34,1,4
100004282779511,2000,female,18,0,1
100002223936056,1982,female,36,0,4
1295449363,1996,male,22,1,2
554194261,1997,male,21,1,2
100003331596939,1991,male,27,1,3
100004050621455,1983,female,35,0,4
100009214633175,1988,male,30,1,3
100008440922525,2004,female,14,0,1
100004509785413,1999,male,19,1,2
100009353505221,2000,male,18,1,1
100001464632254,1996,female,22,0,2
100010291241446,2000,male,18,1,1
100001138231072,1999,male,19,1,2
100009282765840,1989,female,29,0,3
1056842682,1992,male,26,1,3
100023593653027,2003,female,15,0,1
100011671717368,1998,female,20,0,2
100003808434524,1992,male,26,1,3
1828298476,1983,female,35,0,4
100000207687535,1979,male,39,1,4
100000254378608,1991,male,27,1,3
100001280560879,1986,male,32,1,3
100005337610468,2000,male,18,1,1
100001658686583,1984,female,34,0,4
100003796548719,1991,female,27,0,3
100003081048474,1997,male,21,1,2
100012071552457,2002,male,16,1,1
100010340221263,2000,male,18,1,1
100022064778442,1996,male,22,1,2
100004359251882,1983,male,35,1,4
100027566803960,1982,female,36,0,4
684213333,1991,female,27,0,3
100005450528859,1985,female,33,0,4
100010356727077,1997,female,21,0,2
100004194332937,1998,female,20,0,2
100016731375808,2002,male,16,1,1
100008865427031,2000,male,18,1,1
100006580097980,2000,female,18,0,1
100003954603375,1997,male,21,1,2
100012034155623,1991,female,27,0,3
100007216115117,1997,male,21,1,2
100023927987171,1992,female,26,0,3
100022171426929,1989,male,29,1,3
100024611112084,2003,female,15,0,1
100006355667531,1995,male,23,1,2
100001542609222,1979,female,39,0,4
100007590694984,1988,male,30,1,3
100017999349096,2001,female,17,0,1
100005497515127,2000,female,18,0,1
100022397948942,2002,female,16,0,1
100012939162942,1988,male,30,1,3
100001529085340,2000,female,18,0,1
652963171,1987,male,31,1,3
100000154125991,1991,male,27,1,3
100009382768034,1996,male,22,1,2
100004005116188,1997,female,21,0,2
100007423651566,1982,female,36,0,4
100004196045628,1999,female,19,0,2
640599314,1986,female,32,0,3
100003964330555,1992,male,26,1,3
637404053,1993,male,25,1,2
100005027161169,2002,male,16,1,1
100008949432013,1992,female,26,0,3
100004667586921,1982,female,36,0,4
100003119568629,1991,male,27,1,3
100010240141202,2000,female,18,0,1
100010917311879,1996,female,22,0,2
100006527521438,1998,female,20,0,2
100000520422511,1988,female,30,0,3
100010396565775,2000,female,18,0,1
100021017403948,2000,male,18,1,1
100003788074171,1995,male,23,1,2
100008096325497,1998,male,20,1,2
100003281746612,1998,male,20,1,2
100003960485116,2001,male,17,1,1
100002873841712,1999,male,19,1,2
100007741291718,2000,male,18,1,1
100003799621618,2002,female,16,0,1
100004966878465,2004,female,14,0,1
100026336289190,2003,male,15,1,1
100000201076790,1985,male,33,1,4
100000189050604,1996,female,22,0,2
1075541859,1995,female,23,0,2
100003104702400,1992,female,26,0,3
575489229,1984,female,34,0,4
100016930418147,1999,female,19,0,2
100001049347795,1996,female,22,0,2
100006198376591,2004,female,14,0,1
100006624221127,2003,female,15,0,1
100004073624205,1995,male,23,1,2
100005544487680,1982,male,36,1,4
100004505806092,1996,female,22,0,2
100016400706468,2004,female,14,0,1
100013000804580,1984,male,34,1,4
100000959895829,1995,male,23,1,2
100010192684773,1997,female,21,0,2
1309957347,1995,female,23,0,2
100006881221157,1981,female,37,0,4
100006392134620,1994,male,24,1,2
100010132300715,1993,female,25,0,2
100014700702134,1999,female,19,0,2
100010954965680,2001,male,17,1,1
100005064558615,1989,male,29,1,3
100010269368771,1995,male,23,1,2
1214237162,1994,female,24,0,2
100009305961459,2002,female,16,0,1
100013176229216,1998,female,20,0,2
100012553038776,2000,female,18,0,1
100031723986318,1992,female,26,0,3
100009337493479,1990,female,28,0,3
100000930681331,1984,female,34,0,4
100003042231258,1991,male,27,1,3
100002973321135,1989,female,29,0,3
100008575294088,1999,female,19,0,2
100002524994532,1991,female,27,0,3
100000694208726,1993,male,25,1,2
100019938704361,1998,female,20,0,2
100015142666527,2000,female,18,0,1
100000179794673,1992,male,26,1,3
100009382363642,1983,male,35,1,4
100004349437464,2000,male,18,1,1
1098897208,1984,female,34,0,4
100002332264621,1989,male,29,1,3
100007401765819,1983,male,35,1,4
100006828819018,1979,male,39,1,4
100016999155846,1982,male,36,1,4
100001289975428,2000,female,18,0,1
100004332844284,1997,female,21,0,2
100004401511443,1992,male,26,1,3
100014610821338,1990,female,28,0,3
100010807125898,2000,female,18,0,1
100005127547320,1985,male,33,1,4
100003735370117,1990,female,28,0,3
100006242053499,1990,female,28,0,3
1833549620,1990,male,28,1,3
100010590301672,2001,female,17,0,1
100010173279142,1999,male,19,1,2
100001306757125,1991,female,27,0,3
1649958803,1979,male,39,1,4
100001493661009,1992,female,26,0,3
100001075365301,1985,female,33,0,4
100013590526935,2001,female,17,0,1
100001913423624,1994,female,24,0,2
100008302147859,1997,male,21,1,2
100004577351913,1994,female,24,0,2
100000279923801,1989,male,29,1,3
100004252003686,2001,female,17,0,1
100011885418667,1992,male,26,1,3
100000203726323,1990,male,28,1,3
100003694771682,1985,female,33,0,4
100005964489821,1992,male,26,1,3
100006406802621,2002,male,16,1,1
100001897155298,1992,male,26,1,3
100006644387206,1999,male,19,1,2
100007728190689,2005,female,13,0,1
100005572362992,2000,female,18,0,1
100013216117493,2002,female,16,0,1
100007992637040,1992,male,26,1,3
100004295225456,1991,female,27,0,3
100004317581147,1985,male,33,1,4
100013247941363,1990,female,28,0,3
100036433561400,2001,female,17,0,1
100008082046403,2001,female,17,0,1
100005238760837,1991,female,27,0,3
100005688487082,1997,female,21,0,2
100001645226224,1989,male,29,1,3
100011724923856,1991,female,27,0,3
100004056157732,2002,female,16,0,1
1720969980,1996,female,22,0,2
100000056848482,1986,female,32,0,3
100004703853367,1997,male,21,1,2
100001871160160,1990,female,28,0,3
100018894452862,1992,female,26,0,3
100008293683912,2000,male,18,1,1
100003604316716,1997,male,21,1,2
100001888907824,1993,female,25,0,2
100007009892438,1988,female,30,0,3
100003793731417,1999,female,19,0,2
100011187092593,2004,male,14,1,1
100021097411718,2000,male,18,1,1
100009669222263,1992,male,26,1,3
1196328370,1981,male,37,1,4
100000441405307,1987,female,31,0,3
100002739180812,2000,male,18,1,1
1447962897,1982,female,36,0,4
100005637815018,1996,female,22,0,2
100003895338040,1994,female,24,0,2
100015836760603,1981,male,37,1,4
100000477741925,1998,male,20,1,2
100012852995556,1984,male,34,1,4
100006553388822,1997,male,21,1,2
100007840684299,2000,male,18,1,1
100015017499468,2001,male,17,1,1
100007145268164,1993,female,25,0,2
100003971551724,2000,female,18,0,1
100001824284062,1992,male,26,1,3
100021649003011,1986,male,32,1,3
100003110720076,1991,female,27,0,3
100006038319909,1999,female,19,0,2
100002332959154,2001,male,17,1,1
100022134993519,1985,male,33,1,4
100001233596744,1991,male,27,1,3
1500926904,1991,female,27,0,3
100016819966935,2003,male,15,1,1
100003944958987,2001,female,17,0,1
100001925928920,1980,male,38,1,4
100009837124995,2002,female,16,0,1
100013710001687,1997,female,21,0,2
100008193078012,1979,female,39,0,4
100003161632321,2001,female,17,0,1
100011707594498,2000,female,18,0,1
100011484257835,2001,female,17,0,1
100026827273577,1987,male,31,1,3
100008227785173,2002,female,16,0,1
100002741626650,1992,male,26,1,3
100015589384086,2001,female,17,0,1
100014480110972,2000,female,18,0,1
100004615839907,1985,female,33,0,4
100006187866344,2001,male,17,1,1
100003052777666,1991,female,27,0,3
100013390545673,2001,male,17,1,1
100002277056441,1988,male,30,1,3
100004681361181,1999,male,19,1,2
100014903103033,1985,male,33,1,4
100007904253431,2000,female,18,0,1
100005115750163,1981,female,37,0,4
100000768070800,1985,male,33,1,4
100000152659378,1988,female,30,0,3
100014179248940,2004,female,14,0,1
100009650798496,1989,male,29,1,3
100006451758711,1991,female,27,0,3
100004092110465,1995,male,23,1,2
100004551941934,1992,male,26,1,3
100010033487404,1992,male,26,1,3
100008164148839,2002,female,16,0,1
100006512314209,2000,female,18,0,1
100013792052120,1980,female,38,0,4
100002519321495,1981,male,37,1,4
100006312069034,2000,male,18,1,1
100003817556585,2000,female,18,0,1
100003637593722,1995,female,23,0,2
100010099214995,1997,female,21,0,2
100025202703239,1984,male,34,1,4
100001848583994,1992,male,26,1,3
100024882152318,1996,male,22,1,2
100021499432064,1991,male,27,1,3
100026258444633,2004,female,14,0,1
100007851601764,2003,male,15,1,1
100010943975044,1987,female,31,0,3
100000179743119,1980,female,38,0,4
100027006435468,2000,male,18,1,1
100007311999387,2001,female,17,0,1
100003883861776,1992,female,26,0,3
1558673211,1999,male,19,1,2
1038598030,1985,female,33,0,4
100000041288027,1994,female,24,0,2
100006751474412,1993,female,25,0,2
100007423023006,2003,female,15,0,1
100003768642473,1998,male,20,1,2
100006768188876,1998,female,20,0,2
100002984621620,1979,male,39,1,4
100017783433239,1992,female,26,0,3
100006487036128,1998,male,20,1,2
100001517300348,1988,female,30,0,3
100024332528272,1990,male,28,1,3
100017450448617,2000,female,18,0,1
100004176484479,1994,female,24,0,2
100000615453077,1992,male,26,1,3
100023875538882,2002,female,16,0,1
100010647251768,1990,male,28,1,3
100025010062563,2000,male,18,1,1
100003940933798,1997,female,21,0,2
100007561776512,1999,female,19,0,2
1444119312,1985,male,33,1,4
100001388565047,2002,female,16,0,1
100016986666938,2002,female,16,0,1
100001419052580,1982,female,36,0,4
100012798038829,2003,female,15,0,1
100011432886802,2003,female,15,0,1
100001359244698,1988,male,30,1,3
1436891337,1992,male,26,1,3
100009739232220,1999,female,19,0,2
100002211648974,1986,female,32,0,3
1771980822,1995,female,23,0,2
100009330839228,2003,female,15,0,1
100003032982195,1992,male,26,1,3
100000040182542,1998,male,20,1,2
100004106690255,1999,female,19,0,2
100003225691639,1989,female,29,0,3
100001840845929,1991,female,27,0,3
1584345319,1987,female,31,0,3
100002980376457,1991,female,27,0,3
100012261878626,1996,male,22,1,2
100003221817455,1996,male,22,1,2
1075119236,1990,male,28,1,3
100003781599923,2001,male,17,1,1
100004722942732,2002,male,16,1,1
100012921373089,2000,female,18,0,1
100005274578823,2000,female,18,0,1
676008467,1987,male,31,1,3
100003825976922,1989,female,29,0,3
100003720345763,1999,female,19,0,2
1687144949,1980,male,38,1,4
100007077820041,1997,female,21,0,2
100009324031574,1981,male,37,1,4
100002953503659,1990,female,28,0,3
100000238813696,1994,female,24,0,2
100006949149083,1999,male,19,1,2
100006526981315,1998,female,20,0,2
100006543245991,2000,female,18,0,1
861870176,1984,female,34,0,4
100003707422703,1979,female,39,0,4
100017390340912,2000,female,18,0,1
100005423374040,1990,male,28,1,3
100004002346451,1980,male,38,1,4
100003125899176,1996,female,22,0,2
100007028195900,1989,female,29,0,3
100009040684589,1997,male,21,1,2
1637569707,1987,female,31,0,3
100010043237360,2006,male,12,1,1
100012606948917,1989,female,29,0,3
100013891987426,1992,female,26,0,3
100001898192883,1987,female,31,0,3
100009952778761,1979,female,39,0,4
100008290652268,1998,female,20,0,2
100004438950552,2000,female,18,0,1
100015086207651,1996,female,22,0,2
100004900624520,1999,female,19,0,2
100001129796571,1986,male,32,1,3
100000152867520,1996,male,22,1,2
100011217615913,2004,female,14,0,1
100008155067553,1990,male,28,1,3
100007783454257,1982,female,36,0,4
100014696315485,1997,male,21,1,2
100009195789345,2000,female,18,0,1
100007286321843,2000,female,18,0,1
100005355696240,1985,male,33,1,4
100002508418663,1989,female,29,0,3
100007773732725,1992,female,26,0,3
100010790763610,2000,female,18,0,1
100008013498525,1999,female,19,0,2
100005210790724,1981,male,37,1,4
1847504095,1991,male,27,1,3
100010162140622,1990,female,28,0,3
661573077,1982,male,36,1,4
100008483896167,1999,male,19,1,2
100007731038405,1985,male,33,1,4
100010549368383,1995,female,23,0,2
100006046717685,2006,female,12,0,1
100024604391795,2003,female,15,0,1
100017637130118,1998,male,20,1,2
100003162551410,1983,male,35,1,4
100011149336223,1982,female,36,0,4
100011388396479,2002,male,16,1,1
100000835539929,1992,female,26,0,3
100005957861387,1983,female,35,0,4
100012668073136,1984,male,34,1,4
100012169302641,2003,female,15,0,1
100001917716979,1994,male,24,1,2
100024824141781,1992,female,26,0,3
100018649861325,2002,male,16,1,1
100002418258105,1995,female,23,0,2
100010784711084,2000,male,18,1,1
100008128664007,2000,male,18,1,1
100005926680005,2000,female,18,0,1
100003252876298,1992,female,26,0,3
100020475123860,1981,male,37,1,4
633413753,1983,female,35,0,4
100027407378604,2003,female,15,0,1
100005270070500,1991,female,27,0,3
568763876,1996,female,22,0,2
100001510024966,1993,female,25,0,2
100007889267804,1992,male,26,1,3
100005805872164,1991,male,27,1,3
100004874642909,1986,female,32,0,3
100009843223308,1990,male,28,1,3
100003897617090,1998,female,20,0,2
100009387036421,1982,male,36,1,4
100003039472344,1995,female,23,0,2
557477255,1990,male,28,1,3
100000330125746,1990,male,28,1,3
100013833227350,2000,female,18,0,1
100014415375071,2002,male,16,1,1
100011366322727,1988,male,30,1,3
100003909115247,1990,male,28,1,3
100011104838279,1998,male,20,1,2
100000461580677,1990,female,28,0,3
100004649012152,1984,male,34,1,4
100001716437136,1998,male,20,1,2
100003893882257,2002,male,16,1,1
100014365357027,1998,male,20,1,2
100003649915098,1982,female,36,0,4
100017962028780,1999,female,19,0,2
1705459052,1992,male,26,1,3
100002865493506,1992,male,26,1,3
100003041982084,1986,female,32,0,3
100003846984300,1991,female,27,0,3
100013591081063,1998,male,20,1,2
100013825591765,2003,male,15,1,1
100001604394237,1988,female,30,0,3
100010693356483,1998,male,20,1,2
100009279222106,1995,male,23,1,2
100004346911077,1995,male,23,1,2
100004049286151,1982,female,36,0,4
100013380636671,1992,male,26,1,3
100015605162125,1988,male,30,1,3
100004014824445,2000,male,18,1,1
100015058806062,2000,female,18,0,1
100004556316967,1994,female,24,0,2
100016665525752,2002,male,16,1,1
100006846932848,1987,male,31,1,3
100001053414952,1985,female,33,0,4
1793474140,1987,male,31,1,3
100003261371277,1993,male,25,1,2
100004090186262,2001,female,17,0,1
100009400440917,2002,female,16,0,1
100000184141597,1983,male,35,1,4
100002946131621,1999,male,19,1,2
1775540854,1980,male,38,1,4
100008686394974,1983,male,35,1,4
100016575304913,2002,male,16,1,1
707047385,1988,male,30,1,3
100000009193303,1990,male,28,1,3
100002398682871,1989,male,29,1,3
100004375740188,1996,female,22,0,2
100002818537116,1985,female,33,0,4
100010328616966,1979,female,39,0,4
100004837058431,1984,female,34,0,4
100022747102791,1994,male,24,1,2
100000346460245,1997,female,21,0,2
100006526096770,2003,male,15,1,1
100005015738429,2001,male,17,1,1
100002946114350,1993,male,25,1,2
100004416996180,1991,male,27,1,3
100001180399004,1993,male,25,1,2
100005335542226,1984,female,34,0,4
100002727523825,1981,male,37,1,4
100002705337309,2000,male,18,1,1
100006495400844,1997,female,21,0,2
100000004848555,1997,male,21,1,2
100010413070309,2000,female,18,0,1
1241206208,1992,male,26,1,3
100000253713942,1992,female,26,0,3
100004769763852,1999,female,19,0,2
100010613671299,1990,male,28,1,3
100000440597267,1984,male,34,1,4
